NL input,Key Values,Cypher Query
It is mandatory that no actor performs both registering for a course and withdrawing for the same object.,"Activity: [""Register for Course"", ""Withdraw from Course""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Register for Course""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Withdraw from Course""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
A manager must not initiate a marketing campaign and approve a budget for the same entity.,"Activity: [""Initiate Marketing Campaign"", ""Approve Budget""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Initiate Marketing Campaign""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Approve Budget""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
An individual must not create a project and approve its completion within the same instance.,"Activity: [""Create Project"", ""Approve Completion""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Create Project""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Approve Completion""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
A customer should not submit a support request and cancel it for the same object.,"Activity: [""Submit Support Request"", ""Cancel Support Request""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Submit Support Request""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Cancel Support Request""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
A person must not sign a contract and execute a payment for the same instance.,"Activity: [""Sign Contract"", ""Execute Payment""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Sign Contract""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Execute Payment""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
A person must not register for an event and cancel their registration for the same object.,"Activity: [""Register for Event"", ""Cancel Registration""], EntityType: [], Actor: []","MATCH (e1:Event {Activity:""Register for Event""})-[:CORR]->(ent:Entity), (e2:Event{Activity:""Cancel Registration""})-[:CORR]->(ent) WHERE e1.Actor = e2.Actor RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS ruleSatisfied"
No person is allowed to work on more than 5 shipments.,"Activity: [], EntityType: [""Shipment""], Actor: []","MATCH (e:Entity {EntityType: 'Shipment'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 5) THEN false ELSE true END as ruleSatisfied"
There is no person involved in more than 10 cases of type 'Project'.,"Activity: [], EntityType: [""Project""], Actor: []","MATCH (e:Entity {EntityType: 'Project'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 10) THEN false ELSE true END as ruleSatisfied"
Not more than 3 product instances may be processed by a single person.,"Activity: [], EntityType: [""Product""], Actor: []","MATCH (e:Entity {EntityType: 'Product'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 3) THEN false ELSE true END as ruleSatisfied"
No individual can be assigned to more than 2 distinct orders.,"Activity: [], EntityType: [""Order""], Actor: []","MATCH (e:Entity {EntityType: 'Order'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 2) THEN false ELSE true END as ruleSatisfied"
No employee should work on more than 4 'Project Development' objects.,"Activity: [], EntityType: [""Project Development""], Actor: []","MATCH (e:Entity {EntityType: 'Project Development'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 4) THEN false ELSE true END as ruleSatisfied"
There is no one processing more than 6 of type 'Shipment'.,"Activity: [], EntityType: [""Shipment""], Actor: []","MATCH (e:Entity {EntityType: 'Shipment'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 6) THEN false ELSE true END as ruleSatisfied"
No individual is involved in handling more than 8 'Support Tickets' entities.,"Activity: [], EntityType: [""Support Tickets""], Actor: []","MATCH (e:Entity {EntityType: 'Support Tickets'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 8) THEN false ELSE true END as ruleSatisfied"
No person should work on more than 7  'Claims Processing' objects.,"Activity: [], EntityType: [""claims processing""], Actor: []","MATCH (e:Entity {EntityType: 'claims processing'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 7) THEN false ELSE true END as ruleSatisfied"
Not more than 4 customer orders may be associated with any single actor.,"Activity: [], EntityType: [""customer order""], Actor: []","MATCH (e:Entity {EntityType: 'customer order'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 4) THEN false ELSE true END as ruleSatisfied"
Ensure that no individual handles more than 6 cases of type 'Loan Applicatios'.,"Activity: [], EntityType: [""loan application""], Actor: []","MATCH (e:Entity {EntityType: 'loan application'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 6) THEN false ELSE true END as ruleSatisfied"
A single person may not be correlated to more than 5 project plans.,"Activity: [], EntityType: [""project plan""], Actor: []","MATCH (e:Entity {EntityType: 'project plan'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 5) THEN false ELSE true END as ruleSatisfied"
A person must not correlate to more than 4 entities of type 'Product Review'.,"Activity: [], EntityType: [""product review""], Actor: []","MATCH (e:Entity {EntityType: 'product review'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 4) THEN false ELSE true END as ruleSatisfied"
Each individual must not be associated with more than 3 customer requests.,"Activity: [], EntityType: [""customer request""], Actor: []","MATCH (e:Entity {EntityType: 'customer request'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 3) THEN false ELSE true END as ruleSatisfied"
No person is allowed to be linked to more than 2 entities of type 'Marketing Initiative'.,"Activity: [], EntityType: [""marketing initiative""], Actor: []","MATCH (e:Entity {EntityType: 'marketing initiative'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 2) THEN false ELSE true END as ruleSatisfied"
A person must not work on more than 6 financial audits.,"Activity: [], EntityType: [""financial audit""], Actor: []","MATCH (e:Entity {EntityType: 'financial audit'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 6) THEN false ELSE true END as ruleSatisfied"
An individual cannot be associated with more than 5 objects of type 'Research Project'.,"Activity: [], EntityType: [""research project""], Actor: []","MATCH (e:Entity {EntityType: 'research project'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 5) THEN false ELSE true END as ruleSatisfied"
A single individual must not correlate to more than 4 instances of type 'Customer Feedback'.,"Activity: [], EntityType: [""customer feedback""], Actor: []","MATCH (e:Entity {EntityType: 'customer feedback'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 4) THEN false ELSE true END as ruleSatisfied"
No one may be involved in more than 3 service requests.,"Activity: [], EntityType: [""Service Request""], Actor: []","MATCH (e:Entity {EntityType: 'Service Request'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 3) THEN false ELSE true END as ruleSatisfied"
A person may not be related to more than 2 entities of type 'Complaint'.,"Activity: [], EntityType: [""Complaint""], Actor: []","MATCH (e:Entity {EntityType: 'Complaint'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 2) THEN false ELSE true END as ruleSatisfied"
A single person must not handle more than 1 order.,"Activity: [], EntityType: [""Order""], Actor: []","MATCH (e:Entity {EntityType: 'Order'})<-[:CORR]-(ev:Event) WITH ev.Actor AS actor, COLLECT(DISTINCT e) AS entityList RETURN CASE WHEN ANY(x IN COLLECT(SIZE(entityList)) WHERE x > 1) THEN false ELSE true END as ruleSatisfied"
"The sequence of creating a lead, sending a proposal, and closing the deal occurs at least 3 times.","Activity: [""Create Lead"", ""Send Proposal"", ""Close Deal""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Create Lead'})-[:DF]->(e2:Event {Activity: 'Send Proposal'})-[:DF]->(e3:Event {Activity: 'Close Deal'}) RETURN CASE WHEN COUNT(DISTINCT e1)<3 THEN false ELSE true END AS ruleSatisfied
"There are at most 5 occurrences of the sequence: ""Receive Payment"", ""Verify Payment"", ""Issue Receipt"".","Activity: [""Receive Payment"", ""Verify Payment"", ""Issue Receipt""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Receive Payment'})-[:DF]->(e2:Event {Activity: 'Verify Payment'})-[:DF]->(e3:Event {Activity: 'Issue Receipt'}) RETURN CASE WHEN COUNT(DISTINCT e1)>5 THEN false ELSE true END AS ruleSatisfied
The sequence of assigning a task and reviewing the task must occur at least 2 times.,"Activity: [""Assign Task"", ""Review Task""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Assign Task'})-[:DF]->(e2:Event {Activity: 'Review Task'}) RETURN CASE COUNT(DISTINCT e1)<2 THEN false ELSE true END AS ruleSatisfied
"A sequence of ""Open Case"", ""Evaluate Case"", and ""Close Case"" happens more than 4 times.","Activity: [""Open Case"", ""Evaluate Case"", ""Close Case""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Open Case'})-[:DF]->(e2:Event {Activity: 'Evaluate Case'})-[:DF]->(e3:Event {Activity: 'Close Case'}) RETURN CASE WHEN COUNT(DISTINCT e1)<=4 THEN false ELSE true END AS ruleSatisfied
"The activities ""Login"", ""Reset Password"", and ""Logout"" occur in sequence fewer than 3 times.","Activity: [""Login"", ""Reset Password"", ""Logout""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Login'})-[:DF]->(e2:Event {Activity: 'Reset Password'})-[:DF]->(e3:Event {Activity: 'Logout'}) RETURN CASE WHEN COUNT(DISTINCT e1)>=3 THEN false ELSE true END AS ruleSatisfied
"No more than 6 instances of the sequence ""Start Order"", ""Process Order"", and ""Ship Order"" exist.","Activity: [""Start Order"", ""Process Order"", ""Ship Order""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Start Order'})-[:DF]->(e2:Event {Activity: 'Process Order'})-[:DF]->(e3:Event {Activity: 'Ship Order'}) RETURN CASE WHEN COUNT(DISTINCT e1)>6 THEN false ELSE true END AS ruleSatisfied
"The sequence ""Initiate Request"", ""Approve Request"", and ""Complete Request"" must occur exactly 4 times.","Activity: [""Initiate Request"", ""Approve Request"", ""Complete Request""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Initiate Request'})-[:DF]->(e2:Event {Activity: 'Approve Request'})-[:DF]->(e3:Event {Activity: 'Complete Request'}) RETURN CASE WHEN COUNT(DISTINCT e1)<>4 THEN false ELSE true END AS ruleSatisfied
"The chain of ""Verify Identity"", ""Check Credit"", ""Approve Loan"" occurs at least once.","Activity: [""Verify Identity"", ""Check Credit"", ""Approve Loan""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Verify Identity'})-[:DF]->(e2:Event {Activity: 'Check Credit'})-[:DF]->(e3:Event {Activity: 'Approve Loan'}) RETURN CASE WHEN COUNT(DISTINCT e1)<1 THEN false ELSE true END AS ruleSatisfied
"Fewer than 8 occurrences of the sequence ""Start Analysis"", ""Generate Report"", and ""Review Report"" exist.","Activity: [""Start Analysis"", ""Generate Report"", ""Review Report""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Start Analysis'})-[:DF]->(e2:Event {Activity: 'Generate Report'})-[:DF]->(e3:Event {Activity: 'Review Report'}) RETURN CASE WHEN COUNT(DISTINCT e1)>=8 THEN false ELSE true END AS ruleSatisfied
"The sequence ""Log Error"", ""Analyze Error"", and ""Fix Error"" is repeated no more than 10 times.","Activity: [""Log Error"", ""Analyze Error"", ""Fix Error""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Log Error'})-[:DF]->(e2:Event {Activity: 'Analyze Error'})-[:DF]->(e3:Event {Activity: 'Fix Error'}) RETURN CASE WHEN COUNT(DISTINCT e1)>10 THEN false ELSE true END AS ruleSatisfied
"The sequence ""Create Ticket"" and ""Close Ticket"" occurs at least 5 times.","Activity: [""Create Account"", ""Confirm Email"", ""Activate Account""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Create Ticket'})-[:DF]->(e2:Event {Activity: 'Close Ticket'}) RETURN CASE WHEN COUNT(DISTINCT e1)<5 THEN false ELSE true END AS ruleSatisfied
"At most 7 instances of the sequence ""Submit Request"", ""Approve Request"" are found in the event log.","Activity: [""Approve Request"", ""Submit Request""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Submit Request'})-[:DF]->(e2:Event {Activity: 'Approve Request'}) RETURN CASE WHEN COUNT(DISTINCT e1)>7 THEN false ELSE true END AS ruleSatisfied
"The sequence ""Onboard Employee"", ""Assign Task"", ""Evaluate Task"", and ""Promote Employee"" must occur at least 3 times.","Activity: [""Onboard Employee"", ""Assign Task"", ""Evaluate Task"", ""Promote Employee""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Onboard Employee'})-[:DF]->(e2:Event {Activity: 'Assign Task'})-[:DF]->(e3:Event {Activity: 'Evaluate Task'})-[:DF]->(e4:Event {Activity: 'Promote Employee'}) RETURN CASE WHEN COUNT(DISTINCT e1)<3 THEN false ELSE true END AS ruleSatisfied
"The chain ""Place Order"", ""Pack Order"", ""Ship Order"", ""Deliver Order"", and ""Confirm Delivery"" occurs fewer than 4 times.","Activity: [""Place Order"", ""Pack Order"", ""Ship Order"", ""Deliver Order""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Place Order'})-[:DF]->(e2:Event {Activity: 'Pack Order'})-[:DF]->(e3:Event {Activity: 'Ship Order'})-[:DF]->(e4:Event {Activity: 'Deliver Order'})-[:DF]->(e5:Event {Activity: 'Confirm Delivery'}) RETURN CASE WHEN COUNT(DISTINCT e1)>=4 THEN false ELSE true END AS ruleSatisfied
"No more than 6 occurrences of the sequence ""Initiate Process"" and ""Finalize Process"" exist.","Activity: [""Initiate Process"", ""Finalize Process""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Initiate Process'})-[:DF]->(e2:Event {Activity: 'Finalize Process'}) RETURN CASE WHEN COUNT(DISTINCT e1)>6 THEN false ELSE true END AS ruleSatisfied
"The sequence of creating an account, confirming the email, and activating the account must happen at least 3 times.","Activity: [""Create Account"", ""Confirm Email"", ""Activate Account""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Create Account'})-[:DF]->(e2:Event {Activity: 'Confirm Email'})-[:DF]->(e3:Event {Activity: 'Activate Account'}) RETURN CASE WHEN COUNT(DISTINCT e1)<3 THEN false ELSE true END AS ruleSatisfied
"The sequence of placing an order, processing payment, and shipping the product occurs more than 4 times.","Activity: [""Place Order"", ""Process Payment"", ""Ship Product""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Place Order'})-[:DF]->(e2:Event {Activity: 'Process Payment'})-[:DF]->(e3:Event {Activity: 'Ship Product'}) RETURN CASE WHEN COUNT(DISTINCT e1)>4 THEN false ELSE true END AS ruleSatisfied
"The sequence of scheduling a meeting, confirming the attendance, and hosting the meeting must occur no more than 2 times.","Activity: [""Schedule Meeting"", ""Confirm Attendance"", ""Host Meeting""], EntityType: [], Actor: []",MATCH (e1:Event {Activity: 'Schedule Meeting'})-[:DF]->(e2:Event {Activity: 'Confirm Attendance'})-[:DF]->(e3:Event {Activity: 'Host Meeting'}) RETURN CASE WHEN COUNT(DISTINCT e1)>2 THEN false ELSE true END AS ruleSatisfied
